48	Doctor Visits	\N	\N	2025-06-05 17:08:58.636565-05	2025-06-05 17:08:58.636571-05	\N	1	47
49	Pharmacy	\N	\N	2025-06-05 17:08:58.636829-05	2025-06-05 17:08:58.636832-05	\N	1	47
50	Dental	\N	\N	2025-06-05 17:08:58.637098-05	2025-06-05 17:08:58.637101-05	\N	1	47
51	Vision	\N	\N	2025-06-05 17:08:58.637343-05	2025-06-05 17:08:58.637346-05	\N	1	47
52	Fitness	\N	\N	2025-06-05 17:08:58.637634-05	2025-06-05 17:08:58.637637-05	\N	1	47
53	Education	\N	\N	2025-06-05 17:08:58.637878-05	2025-06-05 17:08:58.637881-05	\N	1	\N
54	Tuition	\N	\N	2025-06-05 17:08:58.638132-05	2025-06-05 17:08:58.638134-05	\N	1	53
56	Online Courses	\N	\N	2025-06-05 17:08:58.638832-05	2025-06-05 17:08:58.638835-05	\N	1	53
57	Workshops	\N	\N	2025-06-05 17:08:58.639181-05	2025-06-05 17:08:58.639184-05	\N	1	53
58	Certifications	\N	\N	2025-06-05 17:08:58.63953-05	2025-06-05 17:08:58.639537-05	\N	1	53
59	Investments	\N	\N	2025-06-05 17:08:58.640001-05	2025-06-05 17:08:58.640004-05	\N	1	\N
60	Stocks	\N	\N	2025-06-05 17:08:58.640512-05	2025-06-05 17:08:58.640518-05	\N	1	59
61	Bonds	\N	\N	2025-06-05 17:08:58.640843-05	2025-06-05 17:08:58.640846-05	\N	1	59
62	Crypto	\N	\N	2025-06-05 17:08:58.641136-05	2025-06-05 17:08:58.641139-05	\N	1	59
63	Real Estate	\N	\N	2025-06-05 17:08:58.641558-05	2025-06-05 17:08:58.641561-05	\N	1	59
64	Retirement	\N	\N	2025-06-05 17:08:58.641795-05	2025-06-05 17:08:58.641797-05	\N	1	59
65	Gifts	\N	\N	2025-06-05 17:08:58.64226-05	2025-06-05 17:08:58.642264-05	\N	1	\N
66	Birthdays	\N	\N	2025-06-05 17:08:58.642519-05	2025-06-05 17:08:58.642522-05	\N	1	65
67	Holidays	\N	\N	2025-06-05 17:08:58.642784-05	2025-06-05 17:08:58.642787-05	\N	1	65
68	Weddings	\N	\N	2025-06-05 17:08:58.643115-05	2025-06-05 17:08:58.643118-05	\N	1	65
69	Anniversaries	\N	\N	2025-06-05 17:08:58.644009-05	2025-06-05 17:08:58.644018-05	\N	1	65
70	Charity	\N	\N	2025-06-05 17:08:58.64443-05	2025-06-05 17:08:58.644437-05	\N	1	65
77	Transportation	\N	\N	2025-06-05 17:23:39.81029-05	2025-06-05 17:23:39.810293-05	\N	1	\N
78	Gas	\N	\N	2025-06-05 17:23:39.811369-05	2025-06-05 17:23:39.811372-05	\N	1	77
79	Public Transport	\N	\N	2025-06-05 17:23:39.811776-05	2025-06-05 17:23:39.811779-05	\N	1	77
81	Ride Sharing	\N	\N	2025-06-05 17:23:39.812609-05	2025-06-05 17:23:39.812612-05	\N	1	77
82	Parking	\N	\N	2025-06-05 17:23:39.812983-05	2025-06-05 17:23:39.812986-05	\N	1	77
83	Entertainment	\N	\N	2025-06-05 17:23:39.813483-05	2025-06-05 17:23:39.813485-05	\N	1	\N
84	Movies	\N	\N	2025-06-05 17:23:39.813881-05	2025-06-05 17:23:39.813883-05	\N	1	83
85	Concerts	\N	\N	2025-06-05 17:23:39.814297-05	2025-06-05 17:23:39.8143-05	\N	1	83
86	Sports Events	\N	\N	2025-06-05 17:23:39.814901-05	2025-06-05 17:23:39.814904-05	\N	1	83
87	Streaming Services	\N	\N	2025-06-05 17:23:39.815318-05	2025-06-05 17:23:39.815321-05	\N	1	83
88	Games	\N	\N	2025-06-05 17:23:39.815802-05	2025-06-05 17:23:39.815814-05	\N	1	83
89	Bills	\N	\N	2025-06-05 17:23:39.816678-05	2025-06-05 17:23:39.816683-05	\N	1	\N
90	Rent	\N	\N	2025-06-05 17:23:39.816973-05	2025-06-05 17:23:39.816976-05	\N	1	89
92	Internet	\N	\N	2025-06-05 17:23:39.817439-05	2025-06-05 17:23:39.817442-05	\N	1	89
93	Phone	\N	\N	2025-06-05 17:23:39.817659-05	2025-06-05 17:23:39.817662-05	\N	1	89
12	Groceries	\N	\N	2025-06-05 17:08:58.622459-05	2025-06-05 17:08:58.622469-05	\N	1	1
13	Restaurants	\N	\N	2025-06-05 17:08:58.622913-05	2025-06-05 17:08:58.622917-05	\N	1	1
15	Coffee Shops	\N	\N	2025-06-05 17:08:58.623514-05	2025-06-05 17:08:58.623517-05	\N	1	1
16	Bars	\N	\N	2025-06-05 17:08:58.623899-05	2025-06-05 17:08:58.623908-05	\N	1	1
74	Fast Food	\N	\N	2025-06-05 17:23:39.808972-05	2025-06-05 17:23:39.808977-05	\N	1	1
94	Insurance	\N	\N	2025-06-05 17:23:39.818006-05	2025-06-05 17:23:39.818009-05	\N	1	89
95	Salary	\N	\N	2025-06-05 17:23:39.819335-05	2025-06-05 17:23:39.819337-05	\N	1	\N
96	Monthly Salary	\N	\N	2025-06-05 17:23:39.819697-05	2025-06-05 17:23:39.819701-05	\N	1	95
98	Freelance	\N	\N	2025-06-05 17:23:39.820209-05	2025-06-05 17:23:39.820212-05	\N	1	95
100	Side Projects	\N	\N	2025-06-05 17:23:39.821458-05	2025-06-05 17:23:39.821461-05	\N	1	95
101	Shopping	\N	\N	2025-06-05 17:23:39.82237-05	2025-06-05 17:23:39.822373-05	\N	1	\N
102	Clothing	\N	\N	2025-06-05 17:23:39.822783-05	2025-06-05 17:23:39.822786-05	\N	1	101
103	Electronics	\N	\N	2025-06-05 17:23:39.82319-05	2025-06-05 17:23:39.823192-05	\N	1	101
104	Home Goods	\N	\N	2025-06-05 17:23:39.823534-05	2025-06-05 17:23:39.823537-05	\N	1	101
107	Healthcare	\N	\N	2025-06-05 17:23:39.824803-05	2025-06-05 17:23:39.824806-05	\N	1	\N
108	Doctor Visits	\N	\N	2025-06-05 17:23:39.825135-05	2025-06-05 17:23:39.82514-05	\N	1	107
109	Pharmacy	\N	\N	2025-06-05 17:23:39.825431-05	2025-06-05 17:23:39.825435-05	\N	1	107
110	Dental	\N	\N	2025-06-05 17:23:39.825692-05	2025-06-05 17:23:39.825695-05	\N	1	107
111	Vision	\N	\N	2025-06-05 17:23:39.825925-05	2025-06-05 17:23:39.825928-05	\N	1	107
112	Fitness	\N	\N	2025-06-05 17:23:39.826155-05	2025-06-05 17:23:39.826158-05	\N	1	107
113	Education	\N	\N	2025-06-05 17:23:39.826381-05	2025-06-05 17:23:39.826384-05	\N	1	\N
114	Tuition	\N	\N	2025-06-05 17:23:39.826786-05	2025-06-05 17:23:39.826789-05	\N	1	113
116	Online Courses	\N	\N	2025-06-05 17:23:39.827723-05	2025-06-05 17:23:39.827726-05	\N	1	113
117	Workshops	\N	\N	2025-06-05 17:23:39.828153-05	2025-06-05 17:23:39.828156-05	\N	1	113
118	Certifications	\N	\N	2025-06-05 17:23:39.828485-05	2025-06-05 17:23:39.828488-05	\N	1	113
119	Investments	\N	\N	2025-06-05 17:23:39.828892-05	2025-06-05 17:23:39.828894-05	\N	1	\N
120	Stocks	\N	\N	2025-06-05 17:23:39.829278-05	2025-06-05 17:23:39.829281-05	\N	1	119
122	Crypto	\N	\N	2025-06-05 17:23:39.830774-05	2025-06-05 17:23:39.830777-05	\N	1	119
123	Real Estate	\N	\N	2025-06-05 17:23:39.831194-05	2025-06-05 17:23:39.831196-05	\N	1	119
124	Retirement	\N	\N	2025-06-05 17:23:39.831601-05	2025-06-05 17:23:39.831604-05	\N	1	119
125	Gifts	\N	\N	2025-06-05 17:23:39.83194-05	2025-06-05 17:23:39.831943-05	\N	1	\N
127	Holidays	\N	\N	2025-06-05 17:23:39.832676-05	2025-06-05 17:23:39.832679-05	\N	1	125
128	Weddings	\N	\N	2025-06-05 17:23:39.832949-05	2025-06-05 17:23:39.832952-05	\N	1	125
130	Charity	\N	\N	2025-06-05 17:23:39.833443-05	2025-06-05 17:23:39.833446-05	\N	1	125
137	Transportation	\N	\N	2025-06-05 17:27:56.21405-05	2025-06-05 17:27:56.214052-05	\N	1	\N
138	Gas	\N	\N	2025-06-05 17:27:56.214933-05	2025-06-05 17:27:56.214936-05	\N	1	137
139	Public Transport	\N	\N	2025-06-05 17:27:56.215341-05	2025-06-05 17:27:56.215345-05	\N	1	137
141	Ride Sharing	\N	\N	2025-06-05 17:27:56.216143-05	2025-06-05 17:27:56.216146-05	\N	1	137
142	Parking	\N	\N	2025-06-05 17:27:56.217097-05	2025-06-05 17:27:56.217101-05	\N	1	137
143	Entertainment	\N	\N	2025-06-05 17:27:56.218765-05	2025-06-05 17:27:56.218772-05	\N	1	\N
144	Movies	\N	\N	2025-06-05 17:27:56.219826-05	2025-06-05 17:27:56.219839-05	\N	1	143
145	Concerts	\N	\N	2025-06-05 17:27:56.220104-05	2025-06-05 17:27:56.220107-05	\N	1	143
146	Sports Events	\N	\N	2025-06-05 17:27:56.220366-05	2025-06-05 17:27:56.220369-05	\N	1	143
147	Streaming Services	\N	\N	2025-06-05 17:27:56.22061-05	2025-06-05 17:27:56.220613-05	\N	1	143
148	Games	\N	\N	2025-06-05 17:27:56.221049-05	2025-06-05 17:27:56.221052-05	\N	1	143
149	Bills	\N	\N	2025-06-05 17:27:56.221456-05	2025-06-05 17:27:56.221458-05	\N	1	\N
150	Rent	\N	\N	2025-06-05 17:27:56.221828-05	2025-06-05 17:27:56.22183-05	\N	1	149
152	Internet	\N	\N	2025-06-05 17:27:56.223377-05	2025-06-05 17:27:56.22338-05	\N	1	149
153	Phone	\N	\N	2025-06-05 17:27:56.22375-05	2025-06-05 17:27:56.223753-05	\N	1	149
154	Insurance	\N	\N	2025-06-05 17:27:56.224858-05	2025-06-05 17:27:56.224861-05	\N	1	149
155	Salary	\N	\N	2025-06-05 17:27:56.225579-05	2025-06-05 17:27:56.225583-05	\N	1	\N
156	Monthly Salary	\N	\N	2025-06-05 17:27:56.226004-05	2025-06-05 17:27:56.226006-05	\N	1	155
158	Freelance	\N	\N	2025-06-05 17:27:56.227747-05	2025-06-05 17:27:56.227751-05	\N	1	155
160	Side Projects	\N	\N	2025-06-05 17:27:56.228255-05	2025-06-05 17:27:56.228257-05	\N	1	155
161	Shopping	\N	\N	2025-06-05 17:27:56.228482-05	2025-06-05 17:27:56.228484-05	\N	1	\N
162	Clothing	\N	\N	2025-06-05 17:27:56.22883-05	2025-06-05 17:27:56.228833-05	\N	1	161
163	Electronics	\N	\N	2025-06-05 17:27:56.229197-05	2025-06-05 17:27:56.2292-05	\N	1	161
164	Home Goods	\N	\N	2025-06-05 17:27:56.22955-05	2025-06-05 17:27:56.229552-05	\N	1	161
167	Healthcare	\N	\N	2025-06-05 17:27:56.230879-05	2025-06-05 17:27:56.230882-05	\N	1	\N
168	Doctor Visits	\N	\N	2025-06-05 17:27:56.231265-05	2025-06-05 17:27:56.231268-05	\N	1	167
169	Pharmacy	\N	\N	2025-06-05 17:27:56.234159-05	2025-06-05 17:27:56.234163-05	\N	1	167
170	Dental	\N	\N	2025-06-05 17:27:56.234624-05	2025-06-05 17:27:56.234633-05	\N	1	167
171	Vision	\N	\N	2025-06-05 17:27:56.234986-05	2025-06-05 17:27:56.234991-05	\N	1	167
172	Fitness	\N	\N	2025-06-05 17:27:56.235267-05	2025-06-05 17:27:56.235271-05	\N	1	167
173	Education	\N	\N	2025-06-05 17:27:56.235508-05	2025-06-05 17:27:56.235511-05	\N	1	\N
174	Tuition	\N	\N	2025-06-05 17:27:56.235742-05	2025-06-05 17:27:56.235745-05	\N	1	173
176	Online Courses	\N	\N	2025-06-05 17:27:56.236226-05	2025-06-05 17:27:56.236229-05	\N	1	173
177	Workshops	\N	\N	2025-06-05 17:27:56.236478-05	2025-06-05 17:27:56.236481-05	\N	1	173
178	Certifications	\N	\N	2025-06-05 17:27:56.236786-05	2025-06-05 17:27:56.236789-05	\N	1	173
179	Investments	\N	\N	2025-06-05 17:27:56.237087-05	2025-06-05 17:27:56.237089-05	\N	1	\N
180	Stocks	\N	\N	2025-06-05 17:27:56.237429-05	2025-06-05 17:27:56.237431-05	\N	1	179
182	Crypto	\N	\N	2025-06-05 17:27:56.238025-05	2025-06-05 17:27:56.238027-05	\N	1	179
183	Real Estate	\N	\N	2025-06-05 17:27:56.238318-05	2025-06-05 17:27:56.238321-05	\N	1	179
184	Retirement	\N	\N	2025-06-05 17:27:56.238638-05	2025-06-05 17:27:56.23864-05	\N	1	179
185	Gifts	\N	\N	2025-06-05 17:27:56.238998-05	2025-06-05 17:27:56.239001-05	\N	1	\N
187	Holidays	\N	\N	2025-06-05 17:27:56.239611-05	2025-06-05 17:27:56.239614-05	\N	1	185
188	Weddings	\N	\N	2025-06-05 17:27:56.240371-05	2025-06-05 17:27:56.240374-05	\N	1	185
190	Charity	\N	\N	2025-06-05 17:27:56.241353-05	2025-06-05 17:27:56.241356-05	\N	1	185
197	Transportation	\N	\N	2025-06-05 17:32:55.055375-05	2025-06-05 17:32:55.055378-05	\N	1	\N
198	Gas	\N	\N	2025-06-05 17:32:55.05583-05	2025-06-05 17:32:55.055833-05	\N	1	197
199	Public Transport	\N	\N	2025-06-05 17:32:55.05663-05	2025-06-05 17:32:55.056633-05	\N	1	197
201	Ride Sharing	\N	\N	2025-06-05 17:32:55.058995-05	2025-06-05 17:32:55.059-05	\N	1	197
202	Parking	\N	\N	2025-06-05 17:32:55.059418-05	2025-06-05 17:32:55.059422-05	\N	1	197
203	Entertainment	\N	\N	2025-06-05 17:32:55.05975-05	2025-06-05 17:32:55.059755-05	\N	1	\N
204	Movies	\N	\N	2025-06-05 17:32:55.060048-05	2025-06-05 17:32:55.060052-05	\N	1	203
205	Concerts	\N	\N	2025-06-05 17:32:55.060348-05	2025-06-05 17:32:55.060351-05	\N	1	203
206	Sports Events	\N	\N	2025-06-05 17:32:55.060897-05	2025-06-05 17:32:55.060902-05	\N	1	203
207	Streaming Services	\N	\N	2025-06-05 17:32:55.061319-05	2025-06-05 17:32:55.061328-05	\N	1	203
208	Games	\N	\N	2025-06-05 17:32:55.061755-05	2025-06-05 17:32:55.061762-05	\N	1	203
209	Bills	\N	\N	2025-06-05 17:32:55.062413-05	2025-06-05 17:32:55.062418-05	\N	1	\N
210	Rent	\N	\N	2025-06-05 17:32:55.062721-05	2025-06-05 17:32:55.062725-05	\N	1	209
212	Internet	\N	\N	2025-06-05 17:32:55.063264-05	2025-06-05 17:32:55.063268-05	\N	1	209
213	Phone	\N	\N	2025-06-05 17:32:55.063508-05	2025-06-05 17:32:55.063511-05	\N	1	209
214	Insurance	\N	\N	2025-06-05 17:32:55.064199-05	2025-06-05 17:32:55.064202-05	\N	1	209
215	Salary	\N	\N	2025-06-05 17:32:55.064469-05	2025-06-05 17:32:55.064472-05	\N	1	\N
216	Monthly Salary	\N	\N	2025-06-05 17:32:55.064783-05	2025-06-05 17:32:55.064786-05	\N	1	215
218	Freelance	\N	\N	2025-06-05 17:32:55.067632-05	2025-06-05 17:32:55.067637-05	\N	1	215
220	Side Projects	\N	\N	2025-06-05 17:32:55.069198-05	2025-06-05 17:32:55.069201-05	\N	1	215
221	Shopping	\N	\N	2025-06-05 17:32:55.069514-05	2025-06-05 17:32:55.069521-05	\N	1	\N
222	Clothing	\N	\N	2025-06-05 17:32:55.069882-05	2025-06-05 17:32:55.069888-05	\N	1	221
223	Electronics	\N	\N	2025-06-05 17:32:55.07019-05	2025-06-05 17:32:55.070194-05	\N	1	221
224	Home Goods	\N	\N	2025-06-05 17:32:55.070746-05	2025-06-05 17:32:55.070749-05	\N	1	221
227	Healthcare	\N	\N	2025-06-05 17:32:55.071561-05	2025-06-05 17:32:55.071565-05	\N	1	\N
228	Doctor Visits	\N	\N	2025-06-05 17:32:55.071807-05	2025-06-05 17:32:55.07181-05	\N	1	227
229	Pharmacy	\N	\N	2025-06-05 17:32:55.072112-05	2025-06-05 17:32:55.072116-05	\N	1	227
230	Dental	\N	\N	2025-06-05 17:32:55.072396-05	2025-06-05 17:32:55.072399-05	\N	1	227
231	Vision	\N	\N	2025-06-05 17:32:55.072668-05	2025-06-05 17:32:55.072671-05	\N	1	227
232	Fitness	\N	\N	2025-06-05 17:32:55.073045-05	2025-06-05 17:32:55.073048-05	\N	1	227
233	Education	\N	\N	2025-06-05 17:32:55.073344-05	2025-06-05 17:32:55.073347-05	\N	1	\N
234	Tuition	\N	\N	2025-06-05 17:32:55.073674-05	2025-06-05 17:32:55.073678-05	\N	1	233
236	Online Courses	\N	\N	2025-06-05 17:32:55.076191-05	2025-06-05 17:32:55.076195-05	\N	1	233
237	Workshops	\N	\N	2025-06-05 17:32:55.076484-05	2025-06-05 17:32:55.076487-05	\N	1	233
238	Certifications	\N	\N	2025-06-05 17:32:55.076764-05	2025-06-05 17:32:55.076768-05	\N	1	233
239	Investments	\N	\N	2025-06-05 17:32:55.077181-05	2025-06-05 17:32:55.077187-05	\N	1	\N
240	Stocks	\N	\N	2025-06-05 17:32:55.077917-05	2025-06-05 17:32:55.077922-05	\N	1	239
242	Crypto	\N	\N	2025-06-05 17:32:55.078945-05	2025-06-05 17:32:55.078949-05	\N	1	239
243	Real Estate	\N	\N	2025-06-05 17:32:55.079238-05	2025-06-05 17:32:55.079242-05	\N	1	239
244	Retirement	\N	\N	2025-06-05 17:32:55.079521-05	2025-06-05 17:32:55.079524-05	\N	1	239
245	Gifts	\N	\N	2025-06-05 17:32:55.079808-05	2025-06-05 17:32:55.079812-05	\N	1	\N
247	Holidays	\N	\N	2025-06-05 17:32:55.080363-05	2025-06-05 17:32:55.080366-05	\N	1	245
248	Weddings	\N	\N	2025-06-05 17:32:55.080632-05	2025-06-05 17:32:55.080636-05	\N	1	245
250	Charity	\N	\N	2025-06-05 17:32:55.081533-05	2025-06-05 17:32:55.081536-05	\N	1	245
257	Transportation	\N	\N	2025-06-05 17:55:24.214379-05	2025-06-05 17:55:24.214381-05	\N	1	\N
258	Gas	\N	\N	2025-06-05 17:55:24.21465-05	2025-06-05 17:55:24.214655-05	\N	1	257
259	Public Transport	\N	\N	2025-06-05 17:55:24.214956-05	2025-06-05 17:55:24.214958-05	\N	1	257
261	Ride Sharing	\N	\N	2025-06-05 17:55:24.215505-05	2025-06-05 17:55:24.215508-05	\N	1	257
262	Parking	\N	\N	2025-06-05 17:55:24.215756-05	2025-06-05 17:55:24.215758-05	\N	1	257
263	Entertainment	\N	\N	2025-06-05 17:55:24.216067-05	2025-06-05 17:55:24.216071-05	\N	1	\N
264	Movies	\N	\N	2025-06-05 17:55:24.216318-05	2025-06-05 17:55:24.21632-05	\N	1	263
265	Concerts	\N	\N	2025-06-05 17:55:24.216591-05	2025-06-05 17:55:24.216593-05	\N	1	263
266	Sports Events	\N	\N	2025-06-05 17:55:24.216852-05	2025-06-05 17:55:24.216856-05	\N	1	263
267	Streaming Services	\N	\N	2025-06-05 17:55:24.217115-05	2025-06-05 17:55:24.217118-05	\N	1	263
268	Games	\N	\N	2025-06-05 17:55:24.217412-05	2025-06-05 17:55:24.217416-05	\N	1	263
269	Bills	\N	\N	2025-06-05 17:55:24.217688-05	2025-06-05 17:55:24.217691-05	\N	1	\N
270	Rent	\N	\N	2025-06-05 17:55:24.217931-05	2025-06-05 17:55:24.217934-05	\N	1	269
272	Internet	\N	\N	2025-06-05 17:55:24.219169-05	2025-06-05 17:55:24.219172-05	\N	1	269
273	Phone	\N	\N	2025-06-05 17:55:24.219479-05	2025-06-05 17:55:24.219482-05	\N	1	269
274	Insurance	\N	\N	2025-06-05 17:55:24.219819-05	2025-06-05 17:55:24.219822-05	\N	1	269
275	Salary	\N	\N	2025-06-05 17:55:24.220049-05	2025-06-05 17:55:24.220052-05	\N	1	\N
276	Monthly Salary	\N	\N	2025-06-05 17:55:24.220309-05	2025-06-05 17:55:24.220312-05	\N	1	275
278	Freelance	\N	\N	2025-06-05 17:55:24.220809-05	2025-06-05 17:55:24.220812-05	\N	1	275
280	Side Projects	\N	\N	2025-06-05 17:55:24.221901-05	2025-06-05 17:55:24.221904-05	\N	1	275
281	Shopping	\N	\N	2025-06-05 17:55:24.222478-05	2025-06-05 17:55:24.222481-05	\N	1	\N
282	Clothing	\N	\N	2025-06-05 17:55:24.222749-05	2025-06-05 17:55:24.222752-05	\N	1	281
283	Electronics	\N	\N	2025-06-05 17:55:24.222981-05	2025-06-05 17:55:24.222984-05	\N	1	281
284	Home Goods	\N	\N	2025-06-05 17:55:24.223446-05	2025-06-05 17:55:24.223449-05	\N	1	281
287	Healthcare	\N	\N	2025-06-05 17:55:24.224167-05	2025-06-05 17:55:24.224169-05	\N	1	\N
288	Doctor Visits	\N	\N	2025-06-05 17:55:24.224412-05	2025-06-05 17:55:24.224415-05	\N	1	287
289	Pharmacy	\N	\N	2025-06-05 17:55:24.224668-05	2025-06-05 17:55:24.22467-05	\N	1	287
290	Dental	\N	\N	2025-06-05 17:55:24.224912-05	2025-06-05 17:55:24.224915-05	\N	1	287
291	Vision	\N	\N	2025-06-05 17:55:24.225137-05	2025-06-05 17:55:24.22514-05	\N	1	287
292	Fitness	\N	\N	2025-06-05 17:55:24.225377-05	2025-06-05 17:55:24.22538-05	\N	1	287
293	Education	\N	\N	2025-06-05 17:55:24.225609-05	2025-06-05 17:55:24.225611-05	\N	1	\N
294	Tuition	\N	\N	2025-06-05 17:55:24.225849-05	2025-06-05 17:55:24.225852-05	\N	1	293
296	Online Courses	\N	\N	2025-06-05 17:55:24.226361-05	2025-06-05 17:55:24.226364-05	\N	1	293
297	Workshops	\N	\N	2025-06-05 17:55:24.226616-05	2025-06-05 17:55:24.226619-05	\N	1	293
298	Certifications	\N	\N	2025-06-05 17:55:24.226855-05	2025-06-05 17:55:24.226857-05	\N	1	293
299	Investments	\N	\N	2025-06-05 17:55:24.227089-05	2025-06-05 17:55:24.227092-05	\N	1	\N
300	Stocks	\N	\N	2025-06-05 17:55:24.227427-05	2025-06-05 17:55:24.22743-05	\N	1	299
302	Crypto	\N	\N	2025-06-05 17:55:24.227912-05	2025-06-05 17:55:24.227915-05	\N	1	299
303	Real Estate	\N	\N	2025-06-05 17:55:24.228139-05	2025-06-05 17:55:24.228142-05	\N	1	299
304	Retirement	\N	\N	2025-06-05 17:55:24.228339-05	2025-06-05 17:55:24.228345-05	\N	1	299
305	Gifts	\N	\N	2025-06-05 17:55:24.228595-05	2025-06-05 17:55:24.228598-05	\N	1	\N
307	Holidays	\N	\N	2025-06-05 17:55:24.229151-05	2025-06-05 17:55:24.229154-05	\N	1	305
308	Weddings	\N	\N	2025-06-05 17:55:24.229412-05	2025-06-05 17:55:24.229415-05	\N	1	305
310	Charity	\N	\N	2025-06-05 17:55:24.229821-05	2025-06-05 17:55:24.229824-05	\N	1	305
317	Transportation	\N	\N	2025-06-05 18:00:22.371068-05	2025-06-05 18:00:22.371071-05	\N	1	\N
318	Gas	\N	\N	2025-06-05 18:00:22.371335-05	2025-06-05 18:00:22.37134-05	\N	1	317
319	Public Transport	\N	\N	2025-06-05 18:00:22.371713-05	2025-06-05 18:00:22.371718-05	\N	1	317
321	Ride Sharing	\N	\N	2025-06-05 18:00:22.372662-05	2025-06-05 18:00:22.372666-05	\N	1	317
322	Parking	\N	\N	2025-06-05 18:00:22.373298-05	2025-06-05 18:00:22.373303-05	\N	1	317
323	Entertainment	\N	\N	2025-06-05 18:00:22.37363-05	2025-06-05 18:00:22.373634-05	\N	1	\N
