4423	EXPENSE	179.50	2025-08-24	Transacción de ejemplo 8-1	f	BANKTXN81	reconciled		Nota de ejemplo 8-1	Miami	Walmart	Paypal	t	monthly	2025-09-23	2025-06-06 08:10:07.081109-05	2025-06-06 08:10:07.081113-05	2025-06-06 08:10:07.081035-05	\N	f	0.5	AI nota 8-1	\N	\N	1	1	7	1	9	12
4546	EXPENSE	426.36	2024-06-10	Gasto Insurance 6-2	f	CURR2142	confirmed		Gasto de prueba Insurance	Los Angeles	Walmart	Debit Card	f	\N	\N	2025-06-06 08:10:07.485739-05	2025-06-06 08:10:07.485747-05	\N	\N	f	\N	\N	\N	\N	1	1	8	1	8	12
4552	EXPENSE	495.90	2024-06-15	Gasto Rent 6-2	f	CURR2702	reconciled		Gasto de prueba Rent	Chicago	Walmart	Cash	f	\N	\N	2025-06-06 08:10:07.503626-05	2025-06-06 08:10:07.50363-05	2025-06-06 08:10:07.503551-05	\N	f	\N	\N	\N	\N	1	1	7	1	7	12
4563	EXPENSE	393.86	2024-06-06	Gasto Insurance 6-1	f	CURR2741	pending		Gasto de prueba Insurance	Los Angeles	Walmart	Cash	f	\N	\N	2025-06-06 08:10:07.527874-05	2025-06-06 08:10:07.527879-05	\N	\N	f	\N	\N	\N	\N	1	1	9	1	7	12
4583	EXPENSE	211.35	2024-06-22	Gasto Insurance 6-3	f	CURR3343	confirmed		Gasto de prueba Insurance	New York	Walmart	Paypal	f	\N	\N	2025-06-06 08:10:07.576661-05	2025-06-06 08:10:07.576668-05	\N	\N	f	\N	\N	\N	\N	1	1	7	1	9	12
3928	EXPENSE	88.11	2025-05-24	Utilities - May 2025	f	\N	pending		\N	\N	Iberdrola	\N	f	\N	\N	2025-06-05 18:03:20.682794-05	2025-06-05 18:03:20.682796-05	\N	\N	f	\N	\N	\N	\N	391	1	\N	1	\N	\N
3929	EXPENSE	166.29	2025-07-25	Utilities - July 2025	f	\N	pending		\N	\N	Iberdrola	\N	f	\N	\N	2025-06-05 18:03:20.682815-05	2025-06-05 18:03:20.682817-05	\N	\N	f	\N	\N	\N	\N	391	1	\N	1	\N	\N
3750	EXPENSE	295.05	2025-11-27	Fast Food - November 2025	f	\N	pending		\N	\N	Burger King	\N	f	\N	\N	2025-06-05 18:03:20.678973-05	2025-06-05 18:03:20.678975-05	\N	\N	f	\N	\N	\N	\N	1	1	\N	1	\N	74
3966	EXPENSE	356.70	2025-08-03	Insurance - August 2025	f	\N	pending		\N	\N	Allianz	\N	f	\N	\N	2025-06-05 18:03:20.683605-05	2025-06-05 18:03:20.683606-05	\N	\N	f	\N	\N	\N	\N	4	1	\N	1	\N	34
3741	EXPENSE	355.25	2025-08-23	Restaurants - August 2025	f	\N	pending		\N	\N	McDonalds	\N	f	\N	\N	2025-06-05 18:03:20.678789-05	2025-06-05 18:03:20.678791-05	\N	\N	f	\N	\N	\N	\N	1	1	\N	1	\N	74
3742	EXPENSE	299.58	2025-11-27	Restaurants - November 2025	f	\N	pending		\N	\N	McDonalds	\N	f	\N	\N	2025-06-05 18:03:20.67881-05	2025-06-05 18:03:20.678812-05	\N	\N	f	\N	\N	\N	\N	1	1	\N	1	\N	74
3743	EXPENSE	133.58	2025-11-13	Restaurants - November 2025	f	\N	pending		\N	\N	McDonalds	\N	f	\N	\N	2025-06-05 18:03:20.67883-05	2025-06-05 18:03:20.678832-05	\N	\N	f	\N	\N	\N	\N	1	1	\N	1	\N	74
3744	EXPENSE	315.02	2025-10-27	Restaurants - October 2025	f	\N	pending		\N	\N	McDonalds	\N	f	\N	\N	2025-06-05 18:03:20.678851-05	2025-06-05 18:03:20.678852-05	\N	\N	f	\N	\N	\N	\N	1	1	\N	1	\N	74
3745	EXPENSE	433.39	2025-01-13	Restaurants - January 2025	f	\N	pending		\N	\N	McDonalds	\N	f	\N	\N	2025-06-05 18:03:20.678871-05	2025-06-05 18:03:20.678872-05	\N	\N	f	\N	\N	\N	\N	1	1	\N	1	\N	74
3746	EXPENSE	37.43	2025-07-28	Restaurants - July 2025	f	\N	pending		\N	\N	McDonalds	\N	f	\N	\N	2025-06-05 18:03:20.678891-05	2025-06-05 18:03:20.678893-05	\N	\N	f	\N	\N	\N	\N	1	1	\N	1	\N	74
3747	EXPENSE	337.18	2025-09-26	Restaurants - September 2025	f	\N	pending		\N	\N	McDonalds	\N	f	\N	\N	2025-06-05 18:03:20.678912-05	2025-06-05 18:03:20.678913-05	\N	\N	f	\N	\N	\N	\N	1	1	\N	1	\N	74
3751	EXPENSE	82.11	2025-07-12	Fast Food - July 2025	f	\N	pending		\N	\N	Burger King	\N	f	\N	\N	2025-06-05 18:03:20.678994-05	2025-06-05 18:03:20.678995-05	\N	\N	f	\N	\N	\N	\N	1	1	\N	1	\N	74
3752	EXPENSE	23.68	2025-07-10	Fast Food - July 2025	f	\N	pending		\N	\N	Burger King	\N	f	\N	\N	2025-06-05 18:03:20.679014-05	2025-06-05 18:03:20.679016-05	\N	\N	f	\N	\N	\N	\N	1	1	\N	1	\N	74
3753	EXPENSE	393.25	2025-02-22	Fast Food - February 2025	f	\N	pending		\N	\N	Burger King	\N	f	\N	\N	2025-06-05 18:03:20.679034-05	2025-06-05 18:03:20.679036-05	\N	\N	f	\N	\N	\N	\N	1	1	\N	1	\N	74
3754	EXPENSE	230.80	2025-03-04	Fast Food - March 2025	f	\N	pending		\N	\N	Burger King	\N	f	\N	\N	2025-06-05 18:03:20.679055-05	2025-06-05 18:03:20.679056-05	\N	\N	f	\N	\N	\N	\N	1	1	\N	1	\N	74
3755	EXPENSE	285.97	2025-07-13	Fast Food - July 2025	f	\N	pending		\N	\N	Burger King	\N	f	\N	\N	2025-06-05 18:03:20.679076-05	2025-06-05 18:03:20.679077-05	\N	\N	f	\N	\N	\N	\N	1	1	\N	1	\N	74
4400	EXPENSE	59.51	2025-05-02	Transacción de ejemplo 5-8	t	BANKTXN58	confirmed		Nota de ejemplo 5-8	San Francisco	Walmart	Paypal	f		\N	2025-06-06 08:10:06.99465-05	2025-06-06 08:10:06.994656-05	\N	\N	t	0.74	AI nota 5-8	\N	\N	1	1	7	1	7	12
4424	EXPENSE	276.05	2025-08-24	Transacción de ejemplo 8-2	t	BANKTXN82	reconciled		Nota de ejemplo 8-2	Los Angeles	Starbucks	Debit Card	f		\N	2025-06-06 08:10:07.084197-05	2025-06-06 08:10:07.084202-05	2025-06-06 08:10:07.08405-05	\N	t	0.79	AI nota 8-2	\N	\N	1	1	8	1	8	15
3730	EXPENSE	155.27	2025-08-17	Groceries - August 2025	f	\N	pending		\N	\N	Walmart	\N	f	\N	\N	2025-06-05 18:03:20.678546-05	2025-06-05 18:03:20.678547-05	\N	\N	f	\N	\N	\N	\N	1	1	\N	1	\N	12
3731	EXPENSE	92.95	2025-01-19	Groceries - January 2025	f	\N	pending		\N	\N	Walmart	\N	f	\N	\N	2025-06-05 18:03:20.678569-05	2025-06-05 18:03:20.67857-05	\N	\N	f	\N	\N	\N	\N	1	1	\N	1	\N	12
3732	EXPENSE	386.71	2025-09-11	Groceries - September 2025	f	\N	pending		\N	\N	Walmart	\N	f	\N	\N	2025-06-05 18:03:20.678591-05	2025-06-05 18:03:20.678592-05	\N	\N	f	\N	\N	\N	\N	1	1	\N	1	\N	12
3733	EXPENSE	94.11	2025-11-05	Groceries - November 2025	f	\N	pending		\N	\N	Walmart	\N	f	\N	\N	2025-06-05 18:03:20.678612-05	2025-06-05 18:03:20.678614-05	\N	\N	f	\N	\N	\N	\N	1	1	\N	1	\N	12
3734	EXPENSE	311.85	2025-12-08	Groceries - December 2025	f	\N	pending		\N	\N	Walmart	\N	f	\N	\N	2025-06-05 18:03:20.67864-05	2025-06-05 18:03:20.678641-05	\N	\N	f	\N	\N	\N	\N	1	1	\N	1	\N	12
3736	EXPENSE	320.68	2025-01-18	Groceries - January 2025	f	\N	pending		\N	\N	Walmart	\N	f	\N	\N	2025-06-05 18:03:20.678684-05	2025-06-05 18:03:20.678685-05	\N	\N	f	\N	\N	\N	\N	1	1	\N	1	\N	12
3737	EXPENSE	30.93	2025-01-08	Groceries - January 2025	f	\N	pending		\N	\N	Walmart	\N	f	\N	\N	2025-06-05 18:03:20.678705-05	2025-06-05 18:03:20.678706-05	\N	\N	f	\N	\N	\N	\N	1	1	\N	1	\N	12
3738	EXPENSE	471.35	2025-12-25	Groceries - December 2025	f	\N	pending		\N	\N	Walmart	\N	f	\N	\N	2025-06-05 18:03:20.678726-05	2025-06-05 18:03:20.678727-05	\N	\N	f	\N	\N	\N	\N	1	1	\N	1	\N	12
3828	EXPENSE	317.35	2025-07-08	Ride Sharing - July 2025	f	\N	pending		\N	\N	Lyft	\N	f	\N	\N	2025-06-05 18:03:20.680665-05	2025-06-05 18:03:20.680667-05	\N	\N	f	\N	\N	\N	\N	2	1	\N	1	\N	21
3829	EXPENSE	262.24	2025-06-17	Ride Sharing - June 2025	f	\N	pending		\N	\N	Lyft	\N	f	\N	\N	2025-06-05 18:03:20.680686-05	2025-06-05 18:03:20.680688-05	\N	\N	f	\N	\N	\N	\N	2	1	\N	1	\N	21
3830	EXPENSE	183.17	2025-09-06	Ride Sharing - September 2025	f	\N	pending		\N	\N	Lyft	\N	f	\N	\N	2025-06-05 18:03:20.680707-05	2025-06-05 18:03:20.680709-05	\N	\N	f	\N	\N	\N	\N	2	1	\N	1	\N	21
3831	EXPENSE	133.33	2025-11-23	Ride Sharing - November 2025	f	\N	pending		\N	\N	Lyft	\N	f	\N	\N	2025-06-05 18:03:20.680728-05	2025-06-05 18:03:20.68073-05	\N	\N	f	\N	\N	\N	\N	2	1	\N	1	\N	21
3832	EXPENSE	341.51	2025-10-24	Ride Sharing - October 2025	f	\N	pending		\N	\N	Lyft	\N	f	\N	\N	2025-06-05 18:03:20.680749-05	2025-06-05 18:03:20.680751-05	\N	\N	f	\N	\N	\N	\N	2	1	\N	1	\N	21
3833	EXPENSE	150.85	2025-02-25	Ride Sharing - February 2025	f	\N	pending		\N	\N	Lyft	\N	f	\N	\N	2025-06-05 18:03:20.680772-05	2025-06-05 18:03:20.680774-05	\N	\N	f	\N	\N	\N	\N	2	1	\N	1	\N	21
3834	EXPENSE	57.93	2025-05-09	Ride Sharing - May 2025	f	\N	pending		\N	\N	Lyft	\N	f	\N	\N	2025-06-05 18:03:20.680794-05	2025-06-05 18:03:20.680795-05	\N	\N	f	\N	\N	\N	\N	2	1	\N	1	\N	21
3835	EXPENSE	14.65	2025-04-04	Ride Sharing - April 2025	f	\N	pending		\N	\N	Lyft	\N	f	\N	\N	2025-06-05 18:03:20.680817-05	2025-06-05 18:03:20.680819-05	\N	\N	f	\N	\N	\N	\N	2	1	\N	1	\N	21
4433	EXPENSE	78.16	2025-09-18	Transacción de ejemplo 9-1	f	BANKTXN91	reconciled		Nota de ejemplo 9-1	Chicago	Starbucks	Debit Card	t	monthly	2025-10-18	2025-06-06 08:10:07.109157-05	2025-06-06 08:10:07.109161-05	2025-06-06 08:10:07.108989-05	\N	f	0.95	AI nota 9-1	\N	\N	1	1	7	1	9	15
3927	EXPENSE	282.26	2025-02-10	Utilities - February 2025	f	\N	pending		\N	\N	Iberdrola	\N	f	\N	\N	2025-06-05 18:03:20.682773-05	2025-06-05 18:03:20.682774-05	\N	\N	f	\N	\N	\N	\N	391	1	\N	1	\N	\N
4408	EXPENSE	104.89	2025-06-09	Transacción de ejemplo 6-6	t	BANKTXN66	confirmed		Nota de ejemplo 6-6	Miami	Walmart	Credit Card	f		\N	2025-06-06 08:10:07.019179-05	2025-06-06 08:10:07.019191-05	\N	\N	t	0.58	AI nota 6-6	\N	\N	1	1	7	1	9	12
3967	EXPENSE	270.76	2025-12-13	Insurance - December 2025	f	\N	pending		\N	\N	Allianz	\N	f	\N	\N	2025-06-05 18:03:20.683626-05	2025-06-05 18:03:20.683628-05	\N	\N	f	\N	\N	\N	\N	4	1	\N	1	\N	34
3968	EXPENSE	306.41	2025-05-08	Insurance - May 2025	f	\N	pending		\N	\N	Allianz	\N	f	\N	\N	2025-06-05 18:03:20.683647-05	2025-06-05 18:03:20.683648-05	\N	\N	f	\N	\N	\N	\N	4	1	\N	1	\N	34
3969	EXPENSE	346.39	2025-09-15	Insurance - September 2025	f	\N	pending		\N	\N	Allianz	\N	f	\N	\N	2025-06-05 18:03:20.683668-05	2025-06-05 18:03:20.683669-05	\N	\N	f	\N	\N	\N	\N	4	1	\N	1	\N	34
3970	EXPENSE	315.76	2025-10-09	Insurance - October 2025	f	\N	pending		\N	\N	Allianz	\N	f	\N	\N	2025-06-05 18:03:20.683689-05	2025-06-05 18:03:20.68369-05	\N	\N	f	\N	\N	\N	\N	4	1	\N	1	\N	34
3971	EXPENSE	46.31	2025-01-09	Insurance - January 2025	f	\N	pending		\N	\N	Allianz	\N	f	\N	\N	2025-06-05 18:03:20.68371-05	2025-06-05 18:03:20.683712-05	\N	\N	f	\N	\N	\N	\N	4	1	\N	1	\N	34
3972	EXPENSE	228.15	2025-07-03	Insurance - July 2025	f	\N	pending		\N	\N	Allianz	\N	f	\N	\N	2025-06-05 18:03:20.683731-05	2025-06-05 18:03:20.683733-05	\N	\N	f	\N	\N	\N	\N	4	1	\N	1	\N	34
3973	EXPENSE	48.72	2025-04-06	Insurance - April 2025	f	\N	pending		\N	\N	Allianz	\N	f	\N	\N	2025-06-05 18:03:20.683752-05	2025-06-05 18:03:20.683754-05	\N	\N	f	\N	\N	\N	\N	4	1	\N	1	\N	34
3974	EXPENSE	278.94	2025-04-15	Insurance - April 2025	f	\N	pending		\N	\N	Allianz	\N	f	\N	\N	2025-06-05 18:03:20.683773-05	2025-06-05 18:03:20.683775-05	\N	\N	f	\N	\N	\N	\N	4	1	\N	1	\N	34
3975	EXPENSE	125.65	2025-04-12	Insurance - April 2025	f	\N	pending		\N	\N	Allianz	\N	f	\N	\N	2025-06-05 18:03:20.683794-05	2025-06-05 18:03:20.683796-05	\N	\N	f	\N	\N	\N	\N	4	1	\N	1	\N	34
3976	EXPENSE	178.77	2025-09-23	Insurance - September 2025	f	\N	pending		\N	\N	Allianz	\N	f	\N	\N	2025-06-05 18:03:20.683815-05	2025-06-05 18:03:20.683817-05	\N	\N	f	\N	\N	\N	\N	4	1	\N	1	\N	34
3941	EXPENSE	87.89	2025-06-01	Internet - June 2025	f	\N	pending		\N	\N	Comcast	\N	f	\N	\N	2025-06-05 18:03:20.68307-05	2025-06-05 18:03:20.683071-05	\N	\N	f	\N	\N	\N	\N	4	1	\N	1	\N	32
3942	EXPENSE	183.63	2025-03-02	Internet - March 2025	f	\N	pending		\N	\N	Comcast	\N	f	\N	\N	2025-06-05 18:03:20.683091-05	2025-06-05 18:03:20.683093-05	\N	\N	f	\N	\N	\N	\N	4	1	\N	1	\N	32
3943	EXPENSE	87.95	2025-07-01	Internet - July 2025	f	\N	pending		\N	\N	Comcast	\N	f	\N	\N	2025-06-05 18:03:20.683112-05	2025-06-05 18:03:20.683114-05	\N	\N	f	\N	\N	\N	\N	4	1	\N	1	\N	32
3944	EXPENSE	60.52	2025-06-13	Internet - June 2025	f	\N	pending		\N	\N	Comcast	\N	f	\N	\N	2025-06-05 18:03:20.683134-05	2025-06-05 18:03:20.683135-05	\N	\N	f	\N	\N	\N	\N	4	1	\N	1	\N	32
3945	EXPENSE	227.47	2025-02-07	Internet - February 2025	f	\N	pending		\N	\N	Comcast	\N	f	\N	\N	2025-06-05 18:03:20.683155-05	2025-06-05 18:03:20.683157-05	\N	\N	f	\N	\N	\N	\N	4	1	\N	1	\N	32
3946	EXPENSE	447.94	2025-03-17	Internet - March 2025	f	\N	pending		\N	\N	Comcast	\N	f	\N	\N	2025-06-05 18:03:20.683178-05	2025-06-05 18:03:20.68318-05	\N	\N	f	\N	\N	\N	\N	4	1	\N	1	\N	32
3947	EXPENSE	432.62	2025-06-30	Internet - June 2025	f	\N	pending		\N	\N	Comcast	\N	f	\N	\N	2025-06-05 18:03:20.683199-05	2025-06-05 18:03:20.683201-05	\N	\N	f	\N	\N	\N	\N	4	1	\N	1	\N	32
3948	EXPENSE	444.54	2025-04-17	Internet - April 2025	f	\N	pending		\N	\N	Comcast	\N	f	\N	\N	2025-06-05 18:03:20.683221-05	2025-06-05 18:03:20.683222-05	\N	\N	f	\N	\N	\N	\N	4	1	\N	1	\N	32
3949	EXPENSE	425.06	2025-06-24	Internet - June 2025	f	\N	pending		\N	\N	Comcast	\N	f	\N	\N	2025-06-05 18:03:20.683242-05	2025-06-05 18:03:20.683244-05	\N	\N	f	\N	\N	\N	\N	4	1	\N	1	\N	32
3950	EXPENSE	157.54	2025-05-05	Internet - May 2025	f	\N	pending		\N	\N	Comcast	\N	f	\N	\N	2025-06-05 18:03:20.683263-05	2025-06-05 18:03:20.683265-05	\N	\N	f	\N	\N	\N	\N	4	1	\N	1	\N	32
3951	EXPENSE	29.05	2025-01-19	Internet - January 2025	f	\N	pending		\N	\N	Comcast	\N	f	\N	\N	2025-06-05 18:03:20.683284-05	2025-06-05 18:03:20.683286-05	\N	\N	f	\N	\N	\N	\N	4	1	\N	1	\N	32
3952	EXPENSE	135.39	2025-09-30	Internet - September 2025	f	\N	pending		\N	\N	Comcast	\N	f	\N	\N	2025-06-05 18:03:20.683305-05	2025-06-05 18:03:20.683307-05	\N	\N	f	\N	\N	\N	\N	4	1	\N	1	\N	32
3873	EXPENSE	366.92	2025-09-08	Concerts - September 2025	f	\N	pending		\N	\N	Ticketmaster	\N	f	\N	\N	2025-06-05 18:03:20.68163-05	2025-06-05 18:03:20.681631-05	\N	\N	f	\N	\N	\N	\N	3	1	\N	1	\N	26
3874	EXPENSE	467.18	2025-08-28	Concerts - August 2025	f	\N	pending		\N	\N	Ticketmaster	\N	f	\N	\N	2025-06-05 18:03:20.681651-05	2025-06-05 18:03:20.681652-05	\N	\N	f	\N	\N	\N	\N	3	1	\N	1	\N	26
4141	EXPENSE	188.30	2025-11-25	Vision - November 2025	f	\N	pending		\N	\N	Luxottica	\N	f	\N	\N	2025-06-05 18:03:20.687481-05	2025-06-05 18:03:20.687483-05	\N	\N	f	\N	\N	\N	\N	6	1	\N	1	\N	42
4142	EXPENSE	485.84	2025-03-03	Vision - March 2025	f	\N	pending		\N	\N	Luxottica	\N	f	\N	\N	2025-06-05 18:03:20.687502-05	2025-06-05 18:03:20.687504-05	\N	\N	f	\N	\N	\N	\N	6	1	\N	1	\N	42
4143	EXPENSE	345.53	2025-01-10	Vision - January 2025	f	\N	pending		\N	\N	Luxottica	\N	f	\N	\N	2025-06-05 18:03:20.687523-05	2025-06-05 18:03:20.687525-05	\N	\N	f	\N	\N	\N	\N	6	1	\N	1	\N	42
4163	EXPENSE	290.92	2025-03-27	Tuition - March 2025	f	\N	pending		\N	\N	Harvard	\N	f	\N	\N	2025-06-05 18:03:20.687975-05	2025-06-05 18:03:20.687977-05	\N	\N	f	\N	\N	\N	\N	8	1	\N	1	\N	54
4164	EXPENSE	318.83	2025-09-20	Tuition - September 2025	f	\N	pending		\N	\N	Harvard	\N	f	\N	\N	2025-06-05 18:03:20.687996-05	2025-06-05 18:03:20.687998-05	\N	\N	f	\N	\N	\N	\N	8	1	\N	1	\N	54
4584	EXPENSE	97.63	2024-06-21	Gasto Bills 6-1	f	CURR3891	reconciled		Gasto de prueba Bills	New York	Walmart	Paypal	f	\N	\N	2025-06-06 08:10:07.581018-05	2025-06-06 08:10:07.581022-05	2025-06-06 08:10:07.580926-05	\N	f	\N	\N	\N	\N	1	1	8	1	7	12
4627	EXPENSE	230.37	2024-06-19	Gasto Groceries 6-2	f	CURR722	pending		Gasto de prueba Groceries	San Francisco	Walmart	Credit Card	f	\N	\N	2025-06-06 08:10:07.701452-05	2025-06-06 08:10:07.70146-05	\N	\N	f	\N	\N	\N	\N	1	1	9	1	7	12
4638	EXPENSE	142.95	2024-06-20	Gasto Bars 6-1	f	CURR761	pending		Gasto de prueba Bars	New York	Walmart	Debit Card	f	\N	\N	2025-06-06 08:10:07.734108-05	2025-06-06 08:10:07.734114-05	\N	\N	f	\N	\N	\N	\N	1	1	9	1	7	12
4663	EXPENSE	187.88	2024-06-26	Gasto Groceries 6-2	f	CURR1922	pending		Gasto de prueba Groceries	Chicago	Walmart	Debit Card	f	\N	\N	2025-06-06 08:10:07.806067-05	2025-06-06 08:10:07.806073-05	\N	\N	f	\N	\N	\N	\N	1	1	7	1	7	12
4666	EXPENSE	274.20	2024-06-25	Gasto Restaurants 6-2	f	CURR1932	reconciled		Gasto de prueba Restaurants	Miami	Walmart	Debit Card	f	\N	\N	2025-06-06 08:10:07.814562-05	2025-06-06 08:10:07.814566-05	2025-06-06 08:10:07.814475-05	\N	f	\N	\N	\N	\N	1	1	8	1	8	12
4670	EXPENSE	389.82	2024-06-11	Gasto Fast Food 6-3	f	CURR1943	confirmed		Gasto de prueba Fast Food	Chicago	Walmart	Bank Transfer	f	\N	\N	2025-06-06 08:10:07.826236-05	2025-06-06 08:10:07.826243-05	\N	\N	f	\N	\N	\N	\N	1	1	8	1	7	12
4700	EXPENSE	212.19	2024-06-23	Gasto Groceries 6-3	f	CURR3123	reconciled		Gasto de prueba Groceries	Miami	Walmart	Cash	f	\N	\N	2025-06-06 08:10:07.90837-05	2025-06-06 08:10:07.908375-05	2025-06-06 08:10:07.90826-05	\N	f	\N	\N	\N	\N	1	1	9	1	9	12
3930	EXPENSE	204.45	2025-02-26	Utilities - February 2025	f	\N	pending		\N	\N	Iberdrola	\N	f	\N	\N	2025-06-05 18:03:20.682836-05	2025-06-05 18:03:20.682838-05	\N	\N	f	\N	\N	\N	\N	391	1	\N	1	\N	\N
3931	EXPENSE	437.94	2025-08-28	Utilities - August 2025	f	\N	pending		\N	\N	Iberdrola	\N	f	\N	\N	2025-06-05 18:03:20.682857-05	2025-06-05 18:03:20.682859-05	\N	\N	f	\N	\N	\N	\N	391	1	\N	1	\N	\N
3932	EXPENSE	349.08	2025-09-12	Utilities - September 2025	f	\N	pending		\N	\N	Iberdrola	\N	f	\N	\N	2025-06-05 18:03:20.682878-05	2025-06-05 18:03:20.68288-05	\N	\N	f	\N	\N	\N	\N	391	1	\N	1	\N	\N
